gene	HR	z	pvalue	lower	upper
TSPAN6	1.00129048668121	0.729917566721707	0.465440573856532	0.997829052634528	1.00476392832141
DPM1	0.999494018758793	-0.322584851355377	0.747009667764441	0.996425271853635	1.00257221665625
FGR	0.992589773808398	-0.459450495949032	0.645910693672155	0.961590386973805	1.02458850713932
CFH	0.998186558455215	-0.184549625448575	0.853582300171604	0.979129093667455	1.01761495182276
FUCA2	0.996686481052003	-0.875434129648434	0.381337736289742	0.989307768621638	1.00412022731396
GCLC	0.9949567734299	-0.327871269562725	0.743008997594685	0.965335184995233	1.02548730884488
NFYA	1.00580522698994	0.562784001172028	0.573581975893963	0.985732250120824	1.02628696029403
NIPAL3	0.982028620183402	-0.795334727020988	0.426418818018575	0.939107851337814	1.02691102995838
LAS1L	1.01035601797446	1.65354786989924	0.0982194121077132	0.998092634254033	1.02277007967318
ENPP4	1.00078135884001	0.065055552357701	0.948129769504002	0.977506657167562	1.02461023754436
SEMA3F	0.998309174177113	-0.286899917686609	0.774188953517162	0.986834481470415	1.00991729206826
CFTR	0.999427285472037	-0.271640639213542	0.785898348393214	0.995304698016358	1.00356694883157
ANKIB1	0.988394649274529	-0.854214954984839	0.392985898434775	0.962273103146006	1.01522528222042
CYP51A1	1.00866068608297	0.385230379593582	0.700066737290625	0.965363586677619	1.05389968473
KRIT1	1.00034389930444	0.0212139727983346	0.983074968109907	0.969064955183369	1.03263244793148
BAD	1.00514387246136	0.759242645345702	0.447707419958092	0.991918788264431	1.01854528445255
LAP3	0.997280249623747	-0.95487090699835	0.339642983826105	0.991720853383223	1.00287081076965
CD99	0.999725431273408	-0.193134789199796	0.846853407698351	0.996943323021933	1.00251530338281
AOC1	1.0012635182613	1.37643353663935	0.168687451055203	0.999464820665024	1.00306545290302
MAD1L1	1.02505053618015	1.28415420683447	0.199088004409696	0.987063517059994	1.06449948110011
LASP1	1.00151655766211	0.738338002490621	0.460309078731357	0.997495802889665	1.00555351948916
SNX11	1.01945167958304	1.25762315903142	0.208528073776557	0.989298853657562	1.05052353306823
TMEM176A	1.00143927693132	1.83108962042798	0.0670871675151956	0.999898779851338	1.00298214738278
M6PR	1.00895375315728	1.39791020355187	0.16214003421224	0.996422425985943	1.02164267830772
KLHL13	0.987295458319333	-0.526110294473455	0.598811576451796	0.941370509039731	1.03546086546975
ICA1	1.00416019498327	0.800600902620061	0.42336272803058	0.994006086923671	1.01441803068784
DBNDD1	1.00248150856324	0.2498020521521	0.802740432664099	0.983175604402597	1.02216650872035
CASP10	0.983668264920857	-1.04227130013486	0.297285914460278	0.953675779348038	1.01460399473906
CFLAR	0.98025488535392	-0.852793905015513	0.39377360450337	0.936340047931416	1.02622935159408
TFPI	0.968883999612951	-1.09195100412977	0.274854637469475	0.915441809259005	1.02544606900338
RBM5	1.01366890557262	0.943261848977712	0.345546984799751	0.98547319539517	1.04267133284408
ARF5	1.000844117021	0.686646215061222	0.492305697897057	0.998436551882643	1.00325748760577
POLDIP2	1.00129941604186	0.90662061613926	0.364607455777715	0.998492410818446	1.00411431244024
PLXND1	1.00162750926294	0.365751965540816	0.714550165852888	0.9929369633816	1.01039411796649
AK2	0.998052777384275	-0.351999621336529	0.724838546455357	0.987279604112993	1.00894350728475
FKBP4	1.00409055300527	2.23612356784611	0.0253436780499776	1.00050427690848	1.00768968399588
KDM1A	1.00303130033684	1.78370864828322	0.0744710201265179	0.999700962968808	1.00637273216952
