gene	Amp	Del	tumor
DPP4	0.0487804878048781	-0.231707317073171	PRAD
ATP5G3	0.0528455284552846	-0.235772357723577	PRAD
NFE2L2	0.0528455284552846	-0.229674796747967	PRAD
FANCD2	0.119918699186992	-0.16260162601626	PRAD
TFRC	0.178861788617886	-0.172764227642276	PRAD
SLC7A11	0.0589430894308943	-0.178861788617886	PRAD
CDKN1A	0.0386178861788618	-0.278455284552846	PRAD
HSPB1	0.288617886178862	-0.0426829268292683	PRAD
FDFT1	0.0609756097560976	-0.229674796747967	PRAD
EMC2	0.363821138211382	-0.0426829268292683	PRAD
RPL8	0.32520325203252	-0.0691056910569106	PRAD
HSPA5	0.150406504065041	-0.16869918699187	PRAD
NCOA4	0.0528455284552846	-0.178861788617886	PRAD
CISD1	0.0569105691056911	-0.17479674796748	PRAD
CARS	0.0853658536585366	-0.109756097560976	PRAD
LPCAT3	0.0426829268292683	-0.221544715447154	PRAD
CS	0.0711382113821138	-0.160569105691057	PRAD
GLS2	0.0711382113821138	-0.160569105691057	PRAD
MT1G	0.0203252032520325	-0.221544715447154	PRAD
ALOX15	0.0264227642276423	-0.258130081300813	PRAD
GPX4	0.0386178861788618	-0.223577235772358	PRAD
SLC1A5	0.0467479674796748	-0.223577235772358	PRAD
SAT1	0.0650406504065041	-0.25	PRAD
ACSL4	0.0467479674796748	-0.276422764227642	PRAD
