Chr1	0	999999	0.460028
Chr1	1000000	1999999	0.506586
Chr1	2000000	2999999	0.549439
Chr1	3000000	3999999	0.51723
Chr1	4000000	4999999	0.644238
Chr1	5000000	5999999	0.644379
Chr1	6000000	6999999	0.687684
Chr1	7000000	7999999	0.659979
Chr1	8000000	8999999	0.618995
Chr1	9000000	9999999	0.568859
Chr1	10000000	10999999	0.645655
Chr1	11000000	11999999	0.706479
Chr1	12000000	12999999	0.561635
Chr1	13000000	13999999	0.589661
Chr1	14000000	14999999	0.650158
Chr1	15000000	15999999	0.547598
Chr1	16000000	16999999	0.600745
Chr1	17000000	17999999	0.530233
Chr1	18000000	18999999	0.556938
Chr1	19000000	19999999	0.576373
Chr1	20000000	20999999	0.514073
Chr1	21000000	21999999	0.485294
Chr1	22000000	22999999	0.536531
Chr1	23000000	23999999	0.549296
Chr1	24000000	24999999	0.51736
Chr1	25000000	25999999	0.503757
Chr1	26000000	26999999	0.444702
Chr1	27000000	27999999	0.646238
Chr1	28000000	28999999	0.560759
Chr1	29000000	29999999	0.538952
Chr1	30000000	30999999	0.515516
Chr1	31000000	31999999	0.542342
Chr1	32000000	32999999	0.58456
Chr1	33000000	33999999	0.534311
Chr1	34000000	34999999	0.571813
Chr1	35000000	35999999	0.655707
Chr1	36000000	36999999	0.566398
Chr1	37000000	37999999	0.614737
Chr1	38000000	38999999	0.607772
Chr1	39000000	39999999	0.558415
Chr1	40000000	40999999	0.575217
Chr1	41000000	41999999	0.575815
Chr1	42000000	42999999	0.606098
Chr1	43000000	43999999	0.613663
Chr1	44000000	44999999	0.587597
Chr1	45000000	45999999	0.586243
Chr1	46000000	46999999	0.591472
Chr1	47000000	47999999	0.67291
Chr1	48000000	48999999	0.599184
Chr1	49000000	49999999	0.589907
Chr1	50000000	50999999	0.599929
Chr1	51000000	51999999	0.548668
Chr1	52000000	52999999	0.553121
Chr1	53000000	53999999	0.603512
Chr1	54000000	54999999	0.660359
Chr1	55000000	55999999	0.575894
Chr1	56000000	56999999	0.530492
Chr1	57000000	57999999	0.58005
Chr1	58000000	58999999	0.643654
Chr1	59000000	59999999	0.659979
Chr1	60000000	60999999	0.591133
Chr1	61000000	61999999	0.593875
Chr1	62000000	62999999	0.545924
